p,offset,b,c
4794241,154655,8,618612
4797241,111575,11,111564
4798081,102087,12,7350252
4798609,87251,14,348990
4799089,40331,30,483942
4800049,67607,18,1825371
4805161,102239,12,817900
4806001,123231,10,6161540
4807441,155087,8,155079
4809121,155135,8,620532
4809289,43327,28,16984156
4810129,50639,24,202532
4811809,102379,12,14742564
4813561,30279,40,242192
4816561,155375,8,621492
4816849,123511,10,617545
4817929,87599,14,4292337
4818409,123551,10,617745
4819081,102535,12,922803
4819609,102551,12,205090
4820929,102575,12,615438
4821889,87671,14,4295865
4823641,102631,12,3694704
4824649,123711,10,618545
4825129,102663,12,1847922
4829449,102755,12,1644068
4832521,123911,10,6195540
4832809,112391,11,13599300
4833721,155927,8,2494824
4835161,155975,8,623892
4835569,123991,10,619945
4838089,36935,33,406252
4838689,156095,8,156087
4845481,82127,15,6159510
4846129,156335,8,156327
4851169,124391,10,621945
4851529,156503,8,626004
4852681,40779,30,7340190
4854361,124471,10,6223540
4856569,43767,28,87506
4857169,156683,8,10027704
4862089,124671,10,623345
4863721,124711,10,6235540
4863769,113111,11,13686420
4866481,113175,11,1244914
4867801,103571,12,1657124
4869841,103615,12,932523
4870009,30631,40,612580
4872001,61671,20,12334180
4872121,51287,24,820568
4872529,103671,12,7464300
4873801,82607,15,6195510
4878889,68735,18,68717
4880401,125139,10,2502770
4882609,88775,14,4349961
4884721,103931,12,1662884
4885609,82807,15,18631560
4887481,103991,12,623934
4888249,72959,17,21085134
4888321,104007,12,7488492
4889641,104035,12,14981028
4891681,104079,12,1873410
4892449,157823,8,631284
4893001,157847,8,157839
4894849,125511,10,627545
4899841,125639,10,628185
4906801,69119,18,138220
4908481,125859,10,2517170
4908961,125871,10,6293540
4909249,158363,8,10135224
4910329,125911,10,251812
4911769,125943,10,6297140
4912441,62183,20,6218280
4913449,125991,10,251972
4914529,47727,26,95428
4920841,104711,12,104699
4921921,83423,15,2085560
4923601,104759,12,838060
4925209,114551,11,114540
4925761,69383,18,208131
4928281,56647,22,13708552
4930489,126423,10,6321140
4932769,89687,14,4394649
4934521,83639,15,418180
4934689,126531,10,2530610
4935529,114791,11,114780
4937641,159287,8,159279
4938049,105071,12,210130
4940161,126671,10,6333540
4944361,126779,10,2535570
4945081,159527,8,159519
4946089,126823,10,6341140
4946761,159575,8,638292
4948441,105287,12,1263432
4948729,126891,10,2537810
4948969,41591,30,415880
4949641,126919,10,253828
4950409,90011,14,360030
4952809,105379,12,15174564
4957801,62759,20,627570
4960561,127199,10,254388
4962049,62831,20,62811
4965601,57087,22,114152
4967449,127371,10,2547410
4968121,160263,8,1282096
4971409,105775,12,3807888
4972969,62951,20,629490
4973329,160431,8,1283440
4974649,70067,18,840786
4976281,127599,10,637985
4976449,70091,18,7569810
4978009,160583,8,642324
4978681,127659,10,2553170
4978801,160607,8,2569704
4979209,46535,27,3769308
4980889,44887,28,89746
4982209,127751,10,638745
4982401,127759,10,255508
4983001,160743,8,1285936
4983169,106031,12,212050
4983721,30575,41,51396534
4984729,90635,14,362526
4984849,41891,30,837790
4985521,127839,10,255668
4986529,60079,21,3784956
4987921,106127,12,1273512
4991449,161015,8,2576232
4992409,128011,10,2560210
4992961,52559,24,840920
4993129,128031,10,640145
4994761,128071,10,6403540
4995169,161135,8,2578152
4997521,106331,12,1701284
4998361,84719,15,1270770
4999201,106367,12,1276392
5000689,128223,10,6411140
5000881,161327,8,161319
5001481,106415,12,2553948
5002321,46751,27,3786804
5003329,128291,10,2565810
5003881,57527,22,115032
5004841,161447,8,2583144
5006929,128383,10,6419140
5008369,16751,75,2093800
5009449,84911,15,254718
5009761,106591,12,3837264
5010769,52751,24,210980
5011129,128491,10,2569810
5011609,128503,10,6425140
5011969,106639,12,959739
5015089,116631,11,1282930
5017321,70667,18,2543994
5017489,161855,8,2589672
5018521,35095,36,2842659
5019361,161915,8,10362552
5019961,128719,10,643585
5021641,42199,30,3797880
5023489,106895,12,106883
5024329,128831,10,644145
5024881,162095,8,648372
5025409,162111,8,1296880
5027929,48815,26,8249709
5028241,57807,22,115592
5029081,128951,10,6447540
5030449,128991,10,257972
5031601,117015,11,1287154
5032129,162335,8,162327
5033449,129063,10,6453140
5037001,129159,10,258308
5038849,91619,14,366462
5045881,71087,18,71069
5046409,63879,20,3193930
5047849,42419,30,12725670
5048401,50999,25,254970
5050249,91823,14,4499313
5050369,107455,12,3868368
5050609,162923,8,10427064
5051209,117471,11,1292170
5055241,117575,11,117564
5056321,51079,25,255370
5058169,163175,8,163167
5060449,47303,27,141882
5062201,64079,20,2563140
5064889,129871,10,649345
5065561,117815,11,117804
5065729,129891,10,2597810
5069761,129999,10,259988
5076241,86039,15,1290570
5082529,108139,12,15572004
5083681,130351,10,6517540
5084641,71615,18,3867192
5085049,130391,10,260772
5085889,164063,8,656244
5086321,164075,8,10500792
5089561,86279,15,86264
5091769,42791,30,427880
5092921,76031,17,76014
5093929,108383,12,867052
5094601,164343,8,1314736
5094961,42815,30,6422220
5096809,108455,12,108443
5097241,130699,10,2613970
5098129,108471,12,7809900
5099089,164495,8,164487
5100649,130791,10,261572
5100841,130791,10,6539540
5101441,45959,28,18015900
5103289,64599,20,3229930
5104201,130879,10,654385
5108569,130991,10,654945
5109721,131019,10,2620370
5111089,53807,24,215204
5112361,164915,8,10554552
5113201,164943,8,1319536
5113441,131119,10,262228
5114089,131131,10,2622610
5114881,131151,10,6557540
5117401,108887,12,217762
5121481,64839,20,129658
5122849,93143,14,4563993
5123281,109007,12,1308072
5124289,58911,22,117800
5124529,46167,28,18097436
5128369,109115,12,1745828
5128489,23867,54,95414
5129041,165455,8,661812
5130409,131551,10,657745
5132689,64991,20,64971
5133361,46247,28,2589804
5134201,109239,12,1966290
5136121,65015,20,1625355
5140489,93467,14,373854
5140969,109383,12,1968882
5143609,165923,8,10619064
5147041,87239,15,1308570
5150161,72539,18,870450
5150209,109579,12,15779364
5151001,132079,10,660385
5151841,132099,10,2641970
5151889,166191,8,1329520
5153569,132143,10,6607140
5154769,166283,8,10642104
5156089,72623,18,653589
5158441,119975,11,119964
5159281,109775,12,439088
5160409,109799,12,439184
5161249,87479,15,6560910
5161921,132359,10,661785
5163481,132399,10,661985
5165689,65391,20,523108
5170201,32519,40,650340
5171161,132599,10,265188
5171329,14903,87,37600182
5172049,65471,20,654690
5177209,167015,8,167007
5177881,65543,20,6554280
5177929,167031,8,1336240
5178889,167063,8,668244
5180569,110231,12,220450
5183641,132919,10,265828
5184001,46703,28,4576866
5185009,132951,10,664745
5185681,110335,12,993003
5185849,132971,10,2659410
5186161,132979,10,2659570
5186689,94307,14,377214
5187961,73079,18,146140
5188849,120671,11,14601180
5188969,133051,10,2661010
5190649,94379,14,377502
5194921,110531,12,1768484
5196601,110567,12,1326792
5197249,133263,10,6663140
5198449,88111,15,792984
5199049,133311,10,666545
5200441,62663,21,187968
5200801,133359,10,266708
5200969,110659,12,15934884
5203969,167871,8,1342960
5205169,133471,10,266932
5205481,167927,8,167919
5211721,133639,10,267268
5212561,59915,22,2636238
5212729,62807,21,439628
5213209,73427,18,881106
5214049,6991,187,118660
5215849,73463,18,3966984
5216689,73475,18,2645082
5217601,88439,15,265302
5220889,133871,10,669345
5221129,60015,22,660143
5221969,88511,15,442540
5222641,133919,10,267828
5223121,111131,12,1778084
5223649,111143,12,889132
5224969,121511,11,14702820
5228161,111239,12,889900
5231881,134151,10,6707540
5237689,95231,14,4666305
5237929,134311,10,268612
5239081,88799,15,1331970
5240761,134379,10,2687570
5241289,73823,18,664389
5241889,44051,30,880990
5243569,134451,10,2689010
5245969,73887,18,11969676
5249161,134599,10,269188
5252041,44135,30,6620220
5253649,134711,10,673545
5254489,134731,10,2694610
5256001,55327,24,1991748
5258089,134823,10,6741140
5258761,66567,20,3328330
5260081,134879,10,269748
5260369,111935,12,111923
5263729,111995,12,1791908
5264449,169823,8,679284
5265649,31531,42,7945770
5268001,135079,10,675385
5269009,135103,10,6755140
5269489,55471,24,499215
5270521,112151,12,112139
5271121,135159,10,675785
5271961,135179,10,2703570
5272009,95855,14,4696881
5272801,60607,22,14666872
5274649,170151,8,1361200
5275561,135271,10,6763540
5276329,135291,10,2705810
5278249,122751,11,1350250
5282929,112415,12,112403
5283601,170447,8,170439
5287801,89639,15,89624
5287921,122975,11,14879964
5291281,170687,8,2730984
5292841,135719,10,271428
5298841,67079,20,268296
5299561,60915,22,2680238
5302081,171035,8,10946232
5302369,123311,11,14920620
5306569,136071,10,272132
5307481,89959,15,809616
5309329,7391,180,199377
5311441,136191,10,6809540
5313169,61071,22,14779160
5313361,171407,8,171399
5315209,64039,21,4034436
5315809,136303,10,6815140
5319169,136391,10,681945
5319241,136391,10,6819540
5320849,96743,14,4740393
5320921,136439,10,272868
5324881,74999,18,2024955
5325721,136559,10,682785
5326609,96851,14,387390
5327449,113351,12,1360200
5332321,113455,12,1021083
5333689,172055,8,2752872
5335801,90439,15,813936
5337049,172163,8,11018424
5342569,172343,8,689364
5343529,75263,18,677349
5344081,75287,18,75269
5345761,137071,10,6853540
5345881,137079,10,274148
5345929,97199,14,4762737
5352001,137231,10,6861540
5352481,44979,30,8096190
5353849,97343,14,4769793
5354449,75415,18,6108597
5356129,75443,18,301754
5359489,172895,8,172887
5360881,137459,10,2749170
5361049,137463,10,6873140
5362729,137511,10,275012
5365441,173087,8,173079
5367961,114215,12,456848
5368609,173183,8,692724
5370961,137719,10,688585
5371081,114279,12,2057010
5371801,137739,10,2754770
5372329,173303,8,693204
5374009,52175,26,8817549
5376529,114395,12,1830308
5380369,114479,12,457904
5382001,173615,8,694452
5382721,138019,10,2760370
5382841,75815,18,4093992
5383681,75827,18,2729754
5385361,91279,15,821496
5388121,138159,10,690785
5390449,33903,40,1695110
5391961,56759,24,908120
5392129,98039,14,4803897
5392249,138263,10,6913140
5392489,138271,10,691345
5394769,125471,11,125460
5397001,68319,20,546532
5397529,37751,36,226470
5398369,174143,8,696564
5398969,91511,15,457540
5403169,138543,10,6927140
5404921,114999,12,2069970
5406361,174407,8,174399
5407249,125751,11,1383250
5409721,138711,10,6935540
5410441,91703,15,2292560
5411569,174575,8,174567
5412961,138799,10,277588
5413489,76247,18,2058651
5415841,115231,12,4148304
5417329,138911,10,277812
5417689,115271,12,1383240
5419801,115315,12,16605348
5422321,139039,10,278068
5423401,50687,27,1368522
5425081,54799,25,6849850
5425249,139111,10,695545
5425729,126191,11,126180
5426569,139143,10,6957140
5428921,175127,8,2802024
5429209,139211,10,2784210
5430049,175163,8,11210424
5430121,139239,10,278468
5430889,175191,8,1401520
5431441,52739,26,210930
5431801,139279,10,696385
5431969,57179,24,3659432
5432641,175247,8,2803944
5435641,115655,12,462608
5436841,175383,8,1403056
5440009,115751,12,231490
5442361,115795,12,16674468
5442529,115799,12,2779164
5444401,126615,11,1392754
5446081,68939,20,1103004
5447401,139679,10,698385
5449369,99083,14,396318
5451601,42927,32,1373632
5451961,139799,10,279588
5453809,116039,12,2784924
5455129,34311,40,686180
5457169,126911,11,15356220
5458489,81471,17,1384990
5459281,116155,12,16726308
5459449,139991,10,279972
5461801,76927,18,6231069
5462209,65831,21,65810
5464321,140111,10,7005540
5464369,176271,8,1410160
5467729,116335,12,4188048
5467849,99419,14,397662
5468761,51119,27,153330
5468929,140231,10,701145
5470369,140271,10,280532
5471041,77063,18,231171
5473441,41783,33,1378806
5474449,140371,10,2807410
5475289,99551,14,4877985
5475409,77123,18,308474
5476249,116519,12,466064
5478169,140471,10,280932
5481529,57703,24,519303
5481961,116639,12,933100
5483041,140591,10,7029540
5488081,177035,8,11330232
5488729,116783,12,934252
5490241,116815,12,1051323
5490769,140791,10,703945
5491609,140811,10,2816210
5493049,77367,18,12533436
5495449,140911,10,704545
5496121,116951,12,116939
5498641,140991,10,7049540
5499841,55559,25,277770
5500321,141039,10,282068
5501281,141059,10,2821170
5502961,177515,8,11360952
5504041,66335,21,66314
5505361,51455,27,463068
5507401,117191,12,117179
5508721,117207,12,8438892
5509081,141259,10,2825170
5509249,141263,10,7063140
5509561,141271,10,7063540
5511529,93431,15,93416
5514601,117335,12,469328
5516809,117379,12,16902564
5517649,46367,30,6955020
5519641,178055,8,712212
5520001,141539,10,2830770
5520169,178071,8,1424560
5520649,100379,14,401502
5522281,141599,10,707985
5525041,77819,18,933810
5525809,69947,20,27978780
5526481,58175,24,930776
5528041,55839,25,6979850
5529001,178355,8,11414712
5530849,178415,8,2854632
5532409,117711,12,8475180
5534761,141919,10,709585
5534929,77975,18,77957
5537401,49887,28,2793644
5538241,178655,8,714612
5538289,178655,8,2858472
5539081,70115,20,28045980
5539129,142031,10,710145
5544001,178847,8,178839
5544361,53855,26,53829
5548321,49999,28,99970
5549569,129071,11,129060
5550169,94071,15,4233180
5553241,142391,10,7119540
5555929,46691,30,560262
5556289,142471,10,712345
5557561,118247,12,1418952
5558281,70359,20,1407160
5559481,142551,10,7127540
5562769,70415,20,7041480
5563321,179463,8,1435696
5564161,142671,10,7133540
5565121,118407,12,8525292
5566969,142743,10,7137140
5570329,142831,10,714145
5571889,142871,10,714345
5572081,142879,10,285748
5572561,78487,18,6357429
5576881,142999,10,714985
5576929,179903,8,719604
5577049,78551,18,1413900
5579641,78587,18,2829114
5581129,143111,10,286212
5583001,143159,10,286308
5583649,143171,10,2863410
5586289,180203,8,11532984
5586961,56439,25,282170
5587969,118895,12,713358
5588521,180275,8,11537592
5590201,143339,10,2866770
5590729,78743,18,4252104
5591401,118967,12,1427592
5591569,78755,18,2835162
5591881,130055,11,130044
5592049,143391,10,286772
5593681,119015,12,2856348
5594689,119039,12,476144
5595241,52295,27,470628
5598961,119127,12,8577132
5603161,143671,10,7183540
5603929,143691,10,2873810
5604481,70943,20,7094280
5605681,70959,20,1419160
5607289,101951,14,4995585
5608969,180935,8,2894952
5611369,119391,12,8596140
5613889,143951,10,287892
5614681,181127,8,181119
5615689,119495,12,119483
5616241,119495,12,2867868
5616601,47199,30,2123925
5616769,67679,21,203016
5618881,144079,10,288148
5621281,95279,15,476380
5622961,144179,10,2883570
5623081,79199,18,2138355
5624929,144231,10,721145
5627161,119727,12,8620332
5627449,130871,11,15835380
5627689,59239,24,8530392
5628361,144319,10,721585
5629009,181583,8,726324
5633161,181715,8,11629752
5635921,144511,10,7225540
5642401,182015,8,728052
5642641,95639,15,1434570
5643961,144719,10,723585
5644321,182075,8,11652792
5647321,95719,15,861456
5648329,144831,10,724145
5650009,120215,12,721278
5652649,102779,14,411102
5653201,144959,10,289908
5654881,144999,10,724985
5655049,182423,8,729684
5655241,30903,46,32695328
5655409,145011,10,2900210
5656921,79675,18,25814682
5659201,182555,8,11683512
5659921,40719,35,9976120
5662729,102959,14,5044977
5666641,182795,8,11698872
5668489,182855,8,2925672
5668609,145351,10,726745
5671801,145431,10,7271540
5671969,182975,8,182967
5673649,183023,8,732084
5675401,65235,22,2870318
5676841,71879,20,71859
5676889,120791,12,241570
5677729,145583,10,7279140
5678521,68423,21,205248
5679601,183215,8,732852
5680249,36647,39,6193304
5680921,120871,12,4351344
5681449,96311,15,96296
5682961,145719,10,728585
5683129,183335,8,183327
5683801,145739,10,2914770
5685241,183395,8,11737272
5685649,145791,10,291572
5685961,145799,10,291588
5692801,183647,8,183639
5697049,103583,14,5075553
5697841,146099,10,2921970
5699761,80279,18,2167515
5700601,60007,24,2160228
5702449,183951,8,1471600
5703289,96671,15,289998
5703889,60047,24,240164
5704969,121383,12,2184882
5705569,85175,17,85158
5706121,146311,10,7315540
5707249,121431,12,8743020
5712169,146471,10,292932
5712361,146471,10,7323540
5712961,68831,21,10118136
5713369,103883,14,415518
5716561,146579,10,2931570
5717329,184431,8,1475440
5718241,72383,20,7238280
5719081,184487,8,2951784
5719561,184503,8,1476016
5719849,146663,10,7333140
5719921,45071,32,45039
5721601,68935,21,30400314
5722201,121751,12,730494
5727121,121855,12,1096683
5727409,104135,14,5102601
5727649,184763,8,11824824
5729329,146911,10,293812
5732329,146983,10,7349140
5733121,69095,21,69074
5734801,69095,21,1450974
5736481,55695,26,1448044
5738041,122087,12,1465032
5738329,31359,46,721211
5741089,122151,12,8794860
5743369,185271,8,1482160
5747281,55799,26,9430005
5747449,147371,10,2947410
5750809,185511,8,1484080
5751001,55835,26,37744434
5752489,104591,14,5124945
5757481,133895,11,16201284
5762089,147751,10,295492
5762521,147759,10,738785
5762689,69431,21,1458030
5763529,147783,10,7389140
5764081,147799,10,738985
5764609,147811,10,2956210
5768401,122735,12,490928
5768569,186083,8,11909304
5768809,104891,14,419550
5769241,97799,15,97784
5770249,48491,30,969790
5774521,186275,8,11921592
5775841,148099,10,2961970
5776201,81355,18,26359002
5777521,122927,12,1475112
5778361,186407,8,186399
5778529,73151,20,292584
5780569,186471,8,1491760
5781169,97991,15,293958
5782561,148271,10,7413540
5782921,123047,12,246082
5784409,48611,30,583302
5784529,52127,28,104226
5788129,105239,14,5156697
5790481,148479,10,296948
5792329,66579,22,2929454
5795161,148599,10,297188
5796001,98239,15,884136
5796169,123335,12,123323
5796841,186995,8,11967672
5797201,187007,8,2992104
5797369,148651,10,2973010
5798809,123379,12,17766564
5799481,81683,18,8821746
5800489,148731,10,2974610
5803249,69919,21,4404876
5807209,148903,10,7445140
5810401,48827,30,14648070
5812129,149031,10,745145
5814481,70055,21,1471134
5814769,123719,12,2969244
5815489,26079,56,2555686
5818129,149183,10,7459140
5820049,135351,11,1488850
5823409,123903,12,2230242
5823889,149331,10,2986610
5825569,105923,14,423678
5828209,188015,8,188007
5828761,36679,40,73318
5829121,98799,15,4445940
5829961,73799,20,737970
5830801,82127,18,492744
5831401,135615,11,1491754
5832289,149551,10,299092
5834809,149611,10,2992210
5835601,149631,10,7481540
5836009,20919,70,1045880
5839681,61471,24,2212932
5840521,149759,10,748785
5843041,20943,70,7329980
5844049,124343,12,994732
5845681,61535,24,984536
5847529,188631,8,1509040
5848441,124435,12,17918628
5850121,124471,12,4480944
5850769,188735,8,3019752
5854081,124555,12,17935908
5854129,188843,8,12085944
5858689,188991,8,1511920
5860681,150279,10,300548
5861881,189095,8,756372
5862529,124735,12,4490448
5865841,136415,11,16506204
5867569,150451,10,3009010
5867761,124847,12,1498152
5867929,82647,18,13388796
5868361,189303,8,1514416
5870041,150519,10,301028
5870089,70727,21,495068
5872441,82715,18,330842
5875249,106823,14,5234313
5876641,125035,12,18005028
5878009,54935,27,4449708
5878849,67575,22,743303
5880169,189683,8,12139704
5880529,189695,8,3035112
5881969,189743,8,758964
5884321,125199,12,2253570
5886169,125239,12,1127139
5886241,189887,8,189879
5886721,99775,15,22449360
5888929,107075,14,428286
5892121,62023,24,2232804
5897641,190247,8,3043944
5897761,53135,28,743862
5899489,151271,10,756345
5900329,151291,10,3025810
5901289,88079,17,25454814
5904361,151399,10,302788
5906041,151439,10,757185
5907049,190551,8,1524400
5908081,67911,22,746999
5908249,107423,14,5263713
5910361,62215,24,2239716
5910529,125759,12,503024
5913121,151619,10,3032370
5913601,151631,10,7581540
5914801,125847,12,9060972
5915809,100271,15,501340
5916649,151711,10,758545
5920489,74943,20,14988580
5923009,126023,12,1008172
5923369,57515,26,230034
5923681,191087,8,3057384
5924881,74999,20,2999940
5928049,107783,14,5281353
5930401,126191,12,126179
5933761,126251,12,2020004
5934121,152159,10,760785
5934601,191447,8,191439
5935129,152183,10,7609140
5939929,152311,10,304612
5940169,46775,32,748368
5941849,126423,12,2275602
5942689,71599,21,4510716
5943001,126447,12,9104172
5943961,71615,21,1503894
5944009,152411,10,3048210
5944129,126471,12,9105900
5948209,126559,12,1139019
5949169,152543,10,7627140
5950921,41615,36,8988804
5951401,75335,20,1883355
5951761,100879,15,907896
5952241,71735,21,71714
5952769,126655,12,4559568
5953081,192035,8,12290232
5953921,192063,8,1536496
5954041,100919,15,504580
5956129,57827,26,3006978
5956801,192155,8,12297912
5959969,71807,21,10555608
5962441,75479,20,301896
5965009,152951,10,764745
5966041,192455,8,769812
5970001,153079,10,765385
5970241,41759,36,167000
5970721,138855,11,1527394
5971081,62855,24,1005656
5973361,62879,24,1006040
5974369,153191,10,765945
5975209,153211,10,3064210
5976049,127151,12,1525800
5977801,153279,10,766385
5978449,38575,39,347136
5978809,153303,10,7665140
5980129,72071,21,72050
5980921,192935,8,771732
5981641,127271,12,763614
5983489,153423,10,7671140
5983849,127319,12,509264
5988361,193175,8,772692
5989561,153579,10,3071570
5994529,153711,10,307412
5995081,127555,12,18367908
5998609,153811,10,3076210
5999449,32807,46,65568
6001921,22823,66,753093
6002089,54087,28,108146
6003001,63191,24,1011032
6003649,139631,11,139620
6006361,127795,12,18402468
6006961,193775,8,775092
6009361,127871,12,127859
6009481,89711,17,89694
6010489,193895,8,193887
6013561,154199,10,308388
6013849,127955,12,2047268
6016609,128015,12,768078
6016921,54207,28,3035564
6017929,194135,8,194127
6018769,128059,12,18440484
6019609,194183,8,776724
6020281,102039,15,4591740
6020401,194207,8,3107304
6022129,102071,15,1531050
6022921,154439,10,308868
6023161,54263,28,5317746
6025681,128207,12,1538472
6027961,128255,12,3078108
6028801,76319,20,305256
6028969,194483,8,12446904
6029521,84923,18,9171666
6029689,109631,14,5371905
6029809,194511,8,1556080
6030721,154639,10,309268
6034081,37951,40,1897510
6035089,154751,10,309492
6035761,194703,8,1557616
6036769,194735,8,3115752
6038041,128471,12,770814
6038089,154823,10,7741140
6039289,58647,26,117268
6041281,140495,11,16999884
6041401,72791,21,509516
6041641,154919,10,309828
6042481,194927,8,194919
6043489,128591,12,257170
6045769,102471,15,4611180
6047329,109955,14,439806
6050881,155151,10,7757540
6052489,85247,18,2301651
6052729,128783,12,1030252
6053041,102599,15,307782
6053881,195287,8,3124584
6055729,140831,11,17040540
6058369,155343,10,7767140
6062809,195575,8,3129192
6063289,195591,8,1564720
6064129,155491,10,3109810
6064921,155511,10,7775540
6065929,129063,12,2323122
6066769,69735,22,767063
6067681,63871,24,2299332
6069529,155631,10,778145
6070969,155671,10,311332
6071641,69791,22,767679
6072721,155711,10,7785540
6073201,69807,22,16893272
6074209,155751,10,778745
6074569,110447,14,5411889
6080881,56831,27,4603284
6081961,73279,21,659490
6083641,196247,8,3139944
6084409,156011,10,3120210
6084961,103135,15,23205360
6086929,110675,14,442686
6088009,156103,10,7805140
6088681,103199,15,1547970
6089521,69995,22,3079758
6090529,103231,15,929064
6092689,156223,10,7811140
6094489,156271,10,781345
6094729,77151,20,617188
6096049,196655,8,196647
6098761,156379,10,3127570
6099601,129791,12,129779
6101449,196823,8,787284
6102769,110963,14,443838
6104569,64259,24,4112552
6104641,129887,12,1558632
6106081,46615,33,419502
6106249,156571,10,3131410
6106489,86007,18,13933116
6108169,77319,20,3865930
6112009,142151,11,142140
6112849,111143,14,5445993
6112969,156743,10,7837140
6113209,156751,10,783745
6118561,197375,8,789492
6118729,156891,10,3137810
6119089,197391,8,1579120
6119521,156911,10,7845540
6119569,77463,20,15492580
6121201,156959,10,313908
6122041,91391,17,91374
6122089,197495,8,197487
6122881,156999,10,784985
6126649,130355,12,2085668
6126961,130367,12,260722
6127321,157111,10,7855540
6128929,130415,12,130403
6129481,130415,12,3129948
6130609,130439,12,3130524
6131329,111479,14,5462457
6133129,197843,8,12661944
6135889,157331,10,3146610
6136321,77675,20,31069980
6138409,111611,14,446430
6138841,142775,11,142764
6140521,29103,53,1542406
6140569,198083,8,12677304
6141601,157479,10,787385
6144889,130743,12,2353362
6146281,157599,10,787985
6148489,130819,12,18837924
6149929,157691,10,3153810
6152449,111863,14,5481273
6154009,25751,60,772470
6157201,157879,10,789385
6157369,51743,30,3880695
6162601,70835,22,3116718
6163249,198815,8,3181032
6163441,158039,10,790185
6166129,158111,10,316212
6169321,55583,28,444636
6171001,158231,10,7911540
6172489,158271,10,791345
6174841,64999,24,2339940
6177481,158399,10,791985
6178561,131471,12,131459
6180001,199355,8,12758712
6180241,131495,12,3155868
6181921,158511,10,7925540
6182401,51959,30,259765
6187561,199607,8,199599
6190969,158743,10,7937140
6193441,78399,20,1567960
6193609,158811,10,3176210
6194161,131791,12,4744464
6196369,199883,8,12792504
6202561,55879,28,21904540
6202681,200087,8,3201384
6203089,112787,14,451134
6209449,132119,12,528464
6209569,132119,12,3170844
6212761,65399,24,1046360
6213601,200447,8,200439
6214441,58079,27,14113170
6215281,200495,8,801972
6218689,200603,8,12838584
6218881,159459,10,3189170
6221041,200687,8,200679
6221161,159519,10,797585
6221209,87623,18,4731624
6222241,41207,38,14875689
6222409,200723,8,12846264
6223561,159579,10,3191570
6224089,78791,20,315144
6225529,159631,10,798145
6226609,105551,15,105536
6228289,65567,24,262244
6228961,159719,10,798585
6229129,132535,12,4771248
6229441,105599,15,105584
6231241,87767,18,526584
6232801,75095,21,1576974
6233761,43595,36,697484
6234001,132639,12,2387490
6234649,159863,10,7993140
6246601,79071,20,15814180
6247609,87995,18,3167802
6253129,60711,26,1578460
6254329,133071,12,9581100
6257521,145535,11,145524
6259801,79239,20,1584760
6260521,75431,21,527996
6261649,145631,11,145620
6262489,113867,14,455454
6263161,160599,10,321188
6265561,202115,8,12935352
6265921,202127,8,3234024
6267769,113963,14,455838
6270289,79391,20,79371
6272401,160831,10,8041540
6273481,160859,10,3217170
6275161,145935,11,1605274
6278449,160991,10,321972
6279289,146031,11,1606330
6279961,63439,25,317170
6285241,43955,36,703244
6285889,133743,12,2407362
6287089,114311,14,5601225
6288241,202847,8,3245544
6290761,133847,12,1606152
6292441,202983,8,1623856
6294481,161399,10,806985
6294649,93951,17,1597150
6295129,133939,12,19287204
6297481,161479,10,322948
6301201,39631,40,1981510
6301681,134079,12,2413410
6305041,61215,26,1591564
6306049,203423,8,813684
6306721,161711,10,8085540
6307009,44111,36,264630
6309529,161783,10,8089140
6309769,203543,8,814164
6311881,33047,48,3172464
6313969,114803,14,459198
6314641,161919,10,323828
6316249,203751,8,1630000
6317929,114875,14,459486
6320689,162071,10,810345
6321121,134495,12,537968
6321361,203915,8,13050552
6322681,80039,20,320136
6322969,203975,8,203967
6323209,203975,8,3263592
6331249,107311,15,965784
6331609,162351,10,811745
6332089,204263,8,817044
6333121,89199,18,14450220
6336409,115211,14,460830
6337321,57095,28,799302
6340849,162591,10,325172
6342529,162631,10,813145
6344809,134999,12,539984
6346201,57175,28,800422
6348721,53351,30,4001295
6349921,162819,10,3256370
6356641,205055,8,820212
6357121,89543,18,268611
6357961,94895,17,27424638
6361609,66967,24,602679
6366889,89675,18,3228282
6369001,135511,12,4878384
6369049,163311,10,816545
6369889,163331,10,3266610
6370249,115823,14,5675313
6371929,163383,10,8169140
6372361,163399,10,326788
6374041,163439,10,817185
6375961,135671,12,135659
6376441,163499,10,3269970
6378121,108119,15,108104
6379081,50231,32,803664
6380929,95255,17,95238
6384841,163719,10,327428
6385009,80823,20,16164580
6386209,206015,8,206007
6389209,163831,10,327652
6390001,135959,12,1087660
6392521,163911,10,8195540
6394441,136055,12,544208
6402169,77135,21,3779594
6402841,136231,12,4904304
6403321,206567,8,206559
6404161,148935,11,1638274
6405169,67423,24,9708888
6406369,164271,10,328532
6407809,164303,10,8215140
6408481,136351,12,4908624
6409321,149055,11,1639594
6413401,67511,24,1080152
6414601,164479,10,822385
6415081,64799,25,8099850
6417049,136535,12,819198
6422089,164671,10,823345
6425329,40431,40,80822
6430561,77479,21,697290
6432721,77503,21,4882668
6433561,73951,22,813439
6434401,64999,25,324970
6435529,29391,55,323246
6438721,81503,20,8150280
6438889,136999,12,1232979
6441481,81539,20,1304604
6442129,165183,10,8259140
6444601,74087,22,148152
6449041,137215,12,1234923
6449881,67895,24,1086296
6453049,208163,8,13322424
6454009,109391,15,1640850
6454729,165511,10,331012
6455689,165531,10,3310610
6460801,208415,8,833652
6462289,208463,8,833844
6463081,208487,8,3335784
6463129,117515,14,470046
